parameter_server-1  | [Parameter Server] Starting on port 12345
parameter_server-1  | [Parameter Server] Waiting for worker connection...
worker1-1           | [Worker 1] Received 238200 center weights in 4.577ms
worker1-1           | [Worker] Applied elastic averaging with α=0.010
worker1-1           | [Worker 1] Sync #30 completed in 73.133ms (total), comm overhead: 6.3%
worker1-1           | [Worker 1] After 30000 images: accuracy=93.30%
worker1-1           | [Worker 1] After 30000 images: avg_loss=0.118091
worker1-1           | [Worker 1] Epoch 1 completed
worker1-1           | [Worker 1] Training completed in 407.48 seconds, total syncs: 30
worker1-1           | Successfully saved matrix to hidden
worker1-1           | Successfully saved matrix to output
worker1-1           | Successfully written to 'worker_1_final'
worker1-1           | [Worker 1] Final test accuracy: 93.30%
[Kworker1-1 exited with code 0
parameter_server-1  | [Parameter Server] Worker connected (request #60), starting timer
worker2-1           | [Worker 2] Sent 238200 weights in 1.873ms
parameter_server-1  | [Parameter Server] Received 238200 weights from worker 2 in 1.873ms
parameter_server-1  | [Parameter Server] Updated elastic center in 17.326ms
parameter_server-1  | [Parameter Server] Sent 238200 center weights to worker 2 in 1.924ms
parameter_server-1  | [Parameter Server] Request #60 processing: 26.400ms total (recv=1.873ms, update=17.326ms, send=1.924ms)
parameter_server-1  | [Parameter Server] Communication: 14.4%, Computation: 65.6%
parameter_server-1  | [Parameter Server] === Processed 60 total requests ===
parameter_server-1  | [Parameter Server] Waiting for worker connection...
worker2-1           | [Worker 2] Received 238200 center weights in 3.565ms
worker2-1           | [Worker] Applied elastic averaging with α=0.010
worker2-1           | [Worker 2] Sync #30 completed in 49.704ms (total), comm overhead: 7.2%
worker2-1           | [Worker 2] After 30000 images: accuracy=92.00%
worker2-1           | [Worker 2] After 30000 images: avg_loss=0.060478
worker2-1           | [Worker 2] Epoch 1 completed
worker2-1           | [Worker 2] Training completed in 416.57 seconds, total syncs: 30
worker2-1           | Successfully saved matrix to hidden
worker2-1           | Successfully saved matrix to output
worker2-1           | Successfully written to 'worker_2_final'
worker2-1           | [Worker 2] Final test accuracy: 92.00%
[Kworker2-1 exited with code 0
[Kparameter_server-1 exited with code 137
